OBJECTID,date_bldg_,bldg_condi,date_bld_2,bldg_id,bldg_sq_fo,bldg_statu,date_condi,time_condi,f_add1,harris_str,label_hous,no_of_unit,orig_bldg_,pre_dir1,date_qc_da,time_qc_da,qc_source,qc_userid,st_name1,st_type1,stories,suf_dir1,t_add1,x_coord,y_coord,year_built,Name
2116,,ERIALS98,,0,0,0,,                671.50000000000000000000000000000106.51373024200000000000000000000,0,                                                                                                                                                                                                                                                2007011908:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2005022708:00:00.000,                                                                                                                                                             DT00255,0,0,0,0,0,0,57
2118,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1073.0000000000000000000000000000136.57691632300000000000000000000EBERHART,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1564.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2001120108:00:00.000, ,0,0,0,0,0,0,16
2119,,ERIALS98,,0,0,0,,                280.7500000000000000000000000000067.029850741800000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1142.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2002030108:00:00.000, ,0,0,0,0,0,0,16
2120,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                2245.0000000000000000000000000000243.46061398500000000000000000000ARCHER,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,292
2121,,ERIALS98                                                                                                                                                                                                                                                     0,11/30/2032 0:00,0,0,                2003061607:00:00.000,,                1826.0000000000000000000000000000185.09756167500000000000000000000ADA,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1013.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,16
2122,,ERIALS98,,0,0,0,,                373.5000000000000000000000000000077.506943105400000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1580.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,260/275
2123,,ERIALS98,,0,0,0,,                528.0000000000000000000000000000095.010580770400000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      990.00000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2002020108:00:00.000, ,0,0,0,0,0,0,244
2124,,ERIALS98,,0,0,0,,                812.12500000000000000000000000000119.16946731600000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,49
2125,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1164.5000000000000000000000000000150.56988828500000000000000000000HUDSON,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,16
2127,,ERIALS98,,0,0,0,,                826.50000000000000000000000000000144.50215513200000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1104.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2001120108:00:00.000, ,0,0,0,0,0,0,244
2130,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1640.7500000000000000000000000000175.72915009600000000000000000000NELSON,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      2560.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2001120108:00:00.000, ,0,0,0,0,0,0,260/275
2131,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1021.3750000000000000000000000000145.6118272190000000000000000000086TH,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      2148.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2002020108:00:00.000, ,0,0,0,0,0,0,292
2137,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1845.7500000000000000000000000000215.79104706200000000000000000000THORNDALE,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,128
2139,,ERIALS98,,0,0,0,,                489.1250000000000000000000000000088.538927712300000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1056.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2002050107:00:00.000, ,0,0,0,0,0,0,128
2140,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1907.5000000000000000000000000000217.27937695600000000000000000000MILWAUKEE,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1156.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,157
2141,,ERIALS98,,0,0,0,,                365.7500000000000000000000000000078.160096491300000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,268
2143,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                2246.1250000000000000000000000000268.92858073400000000000000000000ASHLAND,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      744.00000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,57
2145,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2005030308:00:00.000,,                1354.2500000000000000000000000000164.35971392900000000000000000000FOREST PRESERVE,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,128
2146,,ERIALS98,,0,0,0,,                581.8750000000000000000000000000096.505101509700000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1913.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2002050107:00:00.000, ,0,0,0,0,0,0,306
2147,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1473.7500000000000000000000000000176.67316515900000000000000000000QUINN,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      3122.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,324
2148,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1021.7500000000000000000000000000144.13808482300000000000000000000KOSTNER,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,49
2149,,ERIALS98,,0,0,0,,                489.7500000000000000000000000000088.539260381200000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2002110108:00:00.000, ,0,0,0,0,0,0,260/275
2150,,ERIALS98,,0,0,0,,                488.8750000000000000000000000000088.517198845900000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,49
2151,,ERIALS98,,0,0,0,,                86.25000000000000000000000000000038.000000000000000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,57
2153,,ERIALS98,,0,0,0,,                373.3750000000000000000000000000077.324271076300000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,306
2154,,ERIALS98,,0,0,0,,                490.6250000000000000000000000000088.618114622200000000000000000000,0,PAIR                                                                                                                                                                                                                                            1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      792.00000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2001100107:00:00.000, ,0,0,0,0,0,0,128
2155,,ERIALS98,,0,0,0,,                655.12500000000000000000000000000102.53345068300000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,57
2156,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1569.2500000000000000000000000000171.72471802400000000000000000000CHARLES,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,324
2157,,ERIALS98,,0,0,0,,                467.1250000000000000000000000000086.539940535800000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1035.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,260/275
2158,,ERIALS98,,0,0,0,,                536.5000000000000000000000000000095.000000000000000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,244
2159,,ERIALS98,,0,0,0,,                419.5000000000000000000000000000082.024444741500000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1188.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,244
2160,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1318.2500000000000000000000000000161.04120839200000000000000000000MOZART,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,306
2161,,ERIALS98,,0,0,0,,                468.1250000000000000000000000000086.620327620100000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,16
2162,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1165.6250000000000000000000000000159.50257725100000000000000000000CULLERTON,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,268
2163,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1623.7500000000000000000000000000187.64406596500000000000000000000RICE,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1225.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2001120108:00:00.000, ,0,0,0,0,0,0,153
2165,,ERIALS98,,0,0,0,,                348.5000000000000000000000000000075.000000000000000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,57
2166,,ERIALS98,,0,0,0,,                389.5000000000000000000000000000079.000000000000000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      852.00000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2002050107:00:00.000, ,0,0,0,0,0,0,292
2167,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1489.1250000000000000000000000000167.71808681100000000000000000000MORGAN,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, , ,0,,0,0,0,0,0,0,281
2168,,ERIALS98,,0,0,0,,                717.00000000000000000000000000000108.01883326500000000000000000000,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      0.0000000000000000000000000000000ACTIVE, ,                                                                                                                                                                                                                       MULTI-BLDG COMPLEX,0,,0,0,0,0,0,0,324
2170,,ERIALS98,,0,0,0,,                445.3750000000000000000000000000084.542469372800000000000000000000,0,PAIR                                                                                                                                                                                                                                            1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      4185.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2001120108:00:00.000, ,0,0,0,0,0,0,16
2171,,ERIALS98                                                                                                                                                                                                                                                     0,1900-01-00 0:00:00,0,0,                2003061607:00:00.000,,                1332.3750000000000000000000000000153.54347679400000000000000000000104TH,0,                                                                                                                                                                                                                                                1998040108:00:,00.000                                                                                                                                                                                                                                                  000000,0,0, ,,                                                                                                                                                                                      1932.0000000000000000000000000000ACTIVE, , ,                                                                                                                                                     2003030108:00:00.000, ,0,0,0,0,0,0,49
